fecha,precio
1995-07-01,1.540655052264807
1995-08-01,7.086462365591382
1995-09-01,10.95581944444442
1995-10-01,10.445442204301056
1995-11-01,27.534781944444447
1995-12-01,68.87623387096767
1996-01-01,22.86700696055684
1996-02-01,8.044093390804608
1996-03-01,3.460622311827956
1996-04-01,3.0400250000000035
1996-05-01,1.8098521505376273
1996-06-01,1.8891361111111102
1996-07-01,1.6492661290322594
1996-08-01,3.717004032258071
1996-09-01,15.894113888888898
1996-10-01,5.523818548387101
1996-11-01,20.601340277777755
1996-12-01,14.526994499449943
1997-01-01,21.62343263440839
1997-02-01,26.91622559523829
1997-03-01,25.705821720430183
1997-04-01,25.25225611111108
1997-05-01,35.46296225806469
1997-06-01,33.35615083333374
1997-07-01,31.95821280914009
1997-08-01,38.467690215054006
1997-09-01,138.986062499999
1997-10-01,137.12781997311686
1997-11-01,132.43517081944543
1997-12-01,128.86919086021499
1998-01-01,133.04886796380092
1998-02-01,148.77866178571455
1998-03-01,91.39436107526878
1998-04-01,55.431136388888696
1998-05-01,25.77746107526895
1998-06-01,18.275234444444372
1998-07-01,17.99891870967732
1998-08-01,20.66744736559144
1998-09-01,22.561658333333302
1998-10-01,23.389373763440723
1998-11-01,24.078219166666475
1998-12-01,23.53761134751788
1999-01-01,24.92164489247317
1999-02-01,24.83271565476183
1999-03-01,21.49472354838706
1999-04-01,23.386472499999925
1999-05-01,25.81114118279551
1999-06-01,27.843982499999903
1999-07-01,28.750234086021816
1999-08-01,31.469544623656112
1999-09-01,33.35560222222189
1999-10-01,32.22858236559159
1999-11-01,31.789288611111473
1999-12-01,31.875755699373126
2000-01-01,36.77877993548438
2000-02-01,40.261476827585845
2000-03-01,37.637297376343724
2000-04-01,44.298057444444645
2000-05-01,37.29112184946264
2000-06-01,39.99320276388827
2000-07-01,42.80114080645216
2000-08-01,49.07017224731206
2000-09-01,59.53525166666628
2000-10-01,48.420788247311904
2000-11-01,45.397790708333815
2000-12-01,55.409789182796025
2001-01-01,70.6066535161292
2001-02-01,86.04176399999902
2001-03-01,70.62400477419311
2001-04-01,67.14124172222269
2001-05-01,50.005437161289976
2001-06-01,43.0252780000003
2001-07-01,39.87171288171991
2001-08-01,38.96622711827981
2001-09-01,45.30853116666647
2001-10-01,46.79236440860251
2001-11-01,38.9620335555553
2001-12-01,35.05497249462379
2002-01-01,38.7099228387095
2002-02-01,56.64558720238091
2002-03-01,52.869984967742134
2002-04-01,48.44514172222208
2002-05-01,39.42040721505394
2002-06-01,35.132885777777446
2002-07-01,42.15307365591384
2002-08-01,45.40600548387067
2002-09-01,49.05839005555601
2002-10-01,60.219585118279305
2002-11-01,53.040306777777744
2002-12-01,64.10013347311768
2003-01-01,69.11900180645141
2003-02-01,71.96138294047627
2003-03-01,76.83774978494702
2003-04-01,80.11864622222285
2003-05-01,69.47551355914052
2003-06-01,64.70255361111074
2003-07-01,69.9251571720432
2003-08-01,65.20440784946213
2003-09-01,62.49289883333282
2003-10-01,55.494086784946326
2003-11-01,63.66732772222231
2003-12-01,52.3463941505374
2004-01-01,58.87687567741952
2004-02-01,70.40081575862025
2004-03-01,73.14546574193577
2004-04-01,70.65451299999974
2004-05-01,72.12580626881693
2004-06-01,51.3467318888887
2004-07-01,52.835930720429786
2004-08-01,53.98454622580705
2004-09-01,60.11169638888916
2004-10-01,71.77283973118224
2004-11-01,67.38508438888866
2004-12-01,67.57161937634376
2005-01-01,82.78205547311771
2005-02-01,73.864378285714
2005-03-01,69.21760983870998
2005-04-01,68.32830544444398
2005-05-01,69.39889759139682
2005-06-01,59.05737277777782
2005-07-01,77.80062675268768
2005-08-01,85.8283337311818
2005-09-01,87.75673088888801
2005-10-01,81.21681419354904
2005-11-01,56.20127394444444
2005-12-01,79.96953117204352
2006-01-01,79.02648719354815
2006-02-01,75.52091904761929
2006-03-01,65.78744762365619
2006-04-01,54.01196816666659
2006-05-01,53.7377385913985
2006-06-01,52.9856210555556
2006-07-01,59.316402946236046
2006-08-01,66.53275446236528
2006-09-01,103.44861244444348
2006-10-01,130.5117015698909
2006-11-01,80.43596811111034
2006-12-01,64.2378476881718
2007-01-01,87.4642401216347
2007-02-01,106.98867624999914
2007-03-01,100.79190553763334
2007-04-01,91.8219651666672
2007-05-01,74.92841674193615
2007-06-01,75.86059083333275
2007-07-01,80.26138731182766
2007-08-01,85.21333926881647
2007-09-01,74.03187861111073
2007-10-01,80.52224479569942
2007-11-01,62.60941055555575
2007-12-01,85.05587180645176
2008-01-01,95.31448808602114
2008-02-01,100.63301501149499
2008-03-01,89.54313483870985
2008-04-01,102.94095199722148
2008-05-01,96.52427075268778
2008-06-01,76.02115527777849
2008-07-01,62.64224702150607
2008-08-01,73.09718620430128
2008-09-01,80.72590626111047
2008-10-01,82.86675900000041
2008-11-01,87.22603255555612
2008-12-01,107.64402849462428
2009-01-01,133.18047024731206
2009-02-01,122.25375114285768
2009-03-01,108.17769748386958
2009-04-01,88.94394527777696
2009-05-01,118.08310166666628
2009-06-01,125.58334211111139
2009-07-01,125.51687345161201
2009-08-01,127.68792277419419
2009-09-01,182.50950049999915
2009-10-01,189.93442636559195
2009-11-01,152.528631288888
2009-12-01,190.39335117406162
2010-01-01,152.25787558064587
2010-02-01,195.59115854761893
2010-03-01,189.98188700000009
2010-04-01,195.53652470000011
2010-05-01,150.3243332580644
2010-06-01,91.33092138888901
2010-07-01,82.94435402150545
2010-08-01,84.85816305376332
2010-09-01,112.3094127777779
2010-10-01,136.52222272043014
2010-11-01,92.01793782222218
2010-12-01,66.69853210752682
